flight_date,airport,city,state,departure_delay_min,arrival_delay_min,distance_km,airline_delay_min,weather_delay_min,airport_traffic_delay_min,security_check_delay_min,previous_flight_delay_min
2016-07-01,BOS,Boston,Massachusetts,-6,-4,300.9,0,0,0,0,0
2016-07-02,BOS,Boston,Massachusetts,-6,-8,300.9,0,0,0,0,0
2016-07-04,BOS,Boston,Massachusetts,1,-5,300.9,0,0,0,0,0
2016-07-05,BOS,Boston,Massachusetts,-4,-2,300.9,0,0,0,0,0
2016-07-06,BOS,Boston,Massachusetts,-8,-12,300.9,0,0,0,0,0
2016-07-07,BOS,Boston,Massachusetts,-5,5,300.9,0,0,0,0,0
2016-07-08,BOS,Boston,Massachusetts,-4,-6,300.9,0,0,0,0,0
2016-07-09,BOS,Boston,Massachusetts,-4,-1,300.9,0,0,0,0,0
2016-07-11,BOS,Boston,Massachusetts,-5,-10,300.9,0,0,0,0,0
2016-07-12,BOS,Boston,Massachusetts,-11,11,300.9,0,0,0,0,0
2016-07-13,BOS,Boston,Massachusetts,-7,-8,300.9,0,0,0,0,0
2016-07-14,BOS,Boston,Massachusetts,40,41,300.9,40,0,1,0,0
2016-07-15,BOS,Boston,Massachusetts,0,8,300.9,0,0,0,0,0
2016-07-16,BOS,Boston,Massachusetts,-5,-18,300.9,0,0,0,0,0
2016-07-18,BOS,Boston,Massachusetts,-5,-1,300.9,0,0,0,0,0
2016-07-19,BOS,Boston,Massachusetts,-4,-10,300.9,0,0,0,0,0
2016-07-20,BOS,Boston,Massachusetts,-9,-12,300.9,0,0,0,0,0
2016-07-21,BOS,Boston,Massachusetts,105,107,300.9,105,0,2,0,0
2016-07-22,BOS,Boston,Massachusetts,-7,-5,300.9,0,0,0,0,0
2016-07-23,BOS,Boston,Massachusetts,21,29,300.9,21,0,8,0,0
2016-07-27,BOS,Boston,Massachusetts,-7,-2,300.9,0,0,0,0,0
2016-07-28,BOS,Boston,Massachusetts,-11,-2,300.9,0,0,0,0,0
2016-07-29,BOS,Boston,Massachusetts,-3,-4,300.9,0,0,0,0,0
2016-07-30,BOS,Boston,Massachusetts,48,70,300.9,48,0,22,0,0
2016-07-01,JFK,New York,New York,16,22,3982.3,0,0,6,0,16
2016-07-02,JFK,New York,New York,1,0,3982.3,0,0,0,0,0
2016-07-03,JFK,New York,New York,0,-3,3982.3,0,0,0,0,0
2016-07-04,JFK,New York,New York,-3,-16,3982.3,0,0,0,0,0
2016-07-05,JFK,New York,New York,44,21,3982.3,21,0,0,0,0
2016-07-06,JFK,New York,New York,-6,7,3982.3,0,0,0,0,0
2016-07-07,JFK,New York,New York,-2,-8,3982.3,0,0,0,0,0
2016-07-08,JFK,New York,New York,-7,0,3982.3,0,0,0,0,0
2016-07-09,JFK,New York,New York,-3,0,3982.3,0,0,0,0,0
2016-07-10,JFK,New York,New York,1,10,3982.3,0,0,0,0,0
2016-07-11,JFK,New York,New York,-5,14,3982.3,0,0,0,0,0
2016-07-12,JFK,New York,New York,-7,-28,3982.3,0,0,0,0,0
2016-07-13,JFK,New York,New York,1,-6,3982.3,0,0,0,0,0
2016-07-14,JFK,New York,New York,6,12,3982.3,0,0,0,0,0
2016-07-15,JFK,New York,New York,-1,-5,3982.3,0,0,0,0,0
2016-07-16,JFK,New York,New York,0,9,3982.3,0,0,0,0,0
2016-07-17,JFK,New York,New York,1,-1,3982.3,0,0,0,0,0
2016-07-18,JFK,New York,New York,-3,6,3982.3,0,0,0,0,0
2016-07-20,JFK,New York,New York,-6,-2,3982.3,0,0,0,0,0
2016-07-21,JFK,New York,New York,126,99,3982.3,42,0,0,0,57
2016-07-22,JFK,New York,New York,-2,-25,3982.3,0,0,0,0,0
2016-07-23,JFK,New York,New York,2,-31,3982.3,0,0,0,0,0
2016-07-24,JFK,New York,New York,29,-6,3982.3,0,0,0,0,0
2016-07-25,JFK,New York,New York,-8,6,3982.3,0,0,0,0,0
2016-07-26,JFK,New York,New York,-8,-17,3982.3,0,0,0,0,0
2016-07-27,JFK,New York,New York,4,-4,3982.3,0,0,0,0,0
2016-07-28,JFK,New York,New York,-4,-16,3982.3,0,0,0,0,0
2016-07-29,JFK,New York,New York,-6,-8,3982.3,0,0,0,0,0
2016-07-30,JFK,New York,New York,43,35,3982.3,35,0,0,0,0
2016-07-31,JFK,New York,New York,89,85,3982.3,0,0,0,0,85
2016-07-01,LAX,Los Angeles,California,222,345,3982.3,0,0,345,0,0
2016-07-02,LAX,Los Angeles,California,-3,-15,3982.3,0,0,0,0,0
2016-07-03,LAX,Los Angeles,California,-3,-21,3982.3,0,0,0,0,0
2016-07-04,LAX,Los Angeles,California,-1,2,3982.3,0,0,0,0,0
2016-07-05,LAX,Los Angeles,California,40,39,3982.3,39,0,0,0,0
2016-07-06,LAX,Los Angeles,California,-3,-1,3982.3,0,0,0,0,0
2016-07-07,LAX,Los Angeles,California,114,101,3982.3,0,0,101,0,0
2016-07-08,LAX,Los Angeles,California,6,16,3982.3,0,0,16,0,0
2016-07-09,LAX,Los Angeles,California,-3,3,3982.3,0,0,0,0,0
2016-07-10,LAX,Los Angeles,California,-8,-2,3982.3,0,0,0,0,0
2016-07-11,LAX,Los Angeles,California,-3,8,3982.3,0,0,0,0,0
2016-07-12,LAX,Los Angeles,California,-6,19,3982.3,0,0,19,0,0
2016-07-13,LAX,Los Angeles,California,-6,-4,3982.3,0,0,0,0,0
2016-07-14,LAX,Los Angeles,California,10,39,3982.3,0,0,39,0,0
2016-07-15,LAX,Los Angeles,California,-2,21,3982.3,0,0,21,0,0
2016-07-16,LAX,Los Angeles,California,-5,18,3982.3,0,0,18,0,0
2016-07-17,LAX,Los Angeles,California,-7,-4,3982.3,0,0,0,0,0
2016-07-18,LAX,Los Angeles,California,13,-12,3982.3,0,0,0,0,0
2016-07-19,LAX,Los Angeles,California,-3,16,3982.3,0,0,16,0,0
2016-07-20,LAX,Los Angeles,California,-4,12,3982.3,0,0,0,0,0
2016-07-21,LAX,Los Angeles,California,3,46,3982.3,0,0,46,0,0
2016-07-22,LAX,Los Angeles,California,0,22,3982.3,0,0,22,0,0
2016-07-23,LAX,Los Angeles,California,-9,-11,3982.3,0,0,0,0,0
2016-07-24,LAX,Los Angeles,California,-7,4,3982.3,0,0,0,0,0
2016-07-26,LAX,Los Angeles,California,-4,19,3982.3,0,0,19,0,0
2016-07-27,LAX,Los Angeles,California,1,23,3982.3,1,0,22,0,0
2016-07-28,LAX,Los Angeles,California,139,141,3982.3,139,0,2,0,0
2016-07-29,LAX,Los Angeles,California,7,34,3982.3,0,0,34,0,0
2016-07-30,LAX,Los Angeles,California,16,28,3982.3,0,0,28,0,0
2016-07-31,LAX,Los Angeles,California,-4,27,3982.3,0,0,27,0,0
2016-07-01,JFK,New York,New York,-4,46,3982.3,0,0,46,0,0
2016-07-02,JFK,New York,New York,-3,-17,3982.3,0,0,0,0,0
2016-07-03,JFK,New York,New York,0,-7,3982.3,0,0,0,0,0
2016-07-04,JFK,New York,New York,-2,-7,3982.3,0,0,0,0,0
2016-07-05,JFK,New York,New York,-3,-29,3982.3,0,0,0,0,0
2016-07-06,JFK,New York,New York,4,-3,3982.3,0,0,0,0,0
2016-07-07,JFK,New York,New York,-2,-16,3982.3,0,0,0,0,0
2016-07-08,JFK,New York,New York,9,14,3982.3,0,0,0,0,0
2016-07-09,JFK,New York,New York,-3,-8,3982.3,0,0,0,0,0
2016-07-10,JFK,New York,New York,-5,-21,3982.3,0,0,0,0,0
2016-07-11,JFK,New York,New York,-4,-17,3982.3,0,0,0,0,0
2016-07-12,JFK,New York,New York,-8,-37,3982.3,0,0,0,0,0
2016-07-13,JFK,New York,New York,44,30,3982.3,30,0,0,0,0
2016-07-14,JFK,New York,New York,-2,-12,3982.3,0,0,0,0,0
2016-07-15,JFK,New York,New York,164,168,3982.3,18,0,4,0,146
2016-07-16,JFK,New York,New York,-3,0,3982.3,0,0,0,0,0
2016-07-17,JFK,New York,New York,96,77,3982.3,6,0,0,0,71
2016-07-18,JFK,New York,New York,375,368,3982.3,0,0,87,0,281
2016-07-19,JFK,New York,New York,-3,-29,3982.3,0,0,0,0,0
2016-07-20,JFK,New York,New York,149,135,3982.3,0,0,0,0,135
2016-07-21,JFK,New York,New York,-4,-31,3982.3,0,0,0,0,0
2016-07-22,JFK,New York,New York,-3,-30,3982.3,0,0,0,0,0
2016-07-23,JFK,New York,New York,-4,-27,3982.3,0,0,0,0,0
2016-07-25,JFK,New York,New York,-6,-22,3982.3,0,0,0,0,0
2016-07-26,JFK,New York,New York,-4,-23,3982.3,0,0,0,0,0
2016-07-27,JFK,New York,New York,2,-9,3982.3,0,0,0,0,0
2016-07-28,JFK,New York,New York,16,13,3982.3,0,0,0,0,0
2016-07-29,JFK,New York,New York,69,66,3982.3,66,0,0,0,0
2016-07-30,JFK,New York,New York,-5,1,3982.3,0,0,0,0,0
2016-07-31,JFK,New York,New York,194,195,3982.3,9,0,1,0,185
2016-07-01,LAX,Los Angeles,California,160,256,3982.3,0,0,256,0,0
2016-07-03,LAX,Los Angeles,California,23,1,3982.3,0,0,0,0,0
2016-07-04,LAX,Los Angeles,California,9,-6,3982.3,0,0,0,0,0
2016-07-05,LAX,Los Angeles,California,21,9,3982.3,0,0,0,0,0
2016-07-06,LAX,Los Angeles,California,4,-6,3982.3,0,0,0,0,0
2016-07-07,LAX,Los Angeles,California,-2,4,3982.3,0,0,0,0,0
2016-07-08,LAX,Los Angeles,California,61,116,3982.3,0,0,116,0,0
2016-07-10,LAX,Los Angeles,California,37,24,3982.3,24,0,0,0,0
2016-07-11,LAX,Los Angeles,California,-7,-29,3982.3,0,0,0,0,0
2016-07-12,LAX,Los Angeles,California,17,-5,3982.3,0,0,0,0,0
2016-07-13,LAX,Los Angeles,California,129,120,3982.3,0,0,120,0,0
2016-07-14,LAX,Los Angeles,California,302,284,3982.3,0,0,8,0,276
2016-07-15,LAX,Los Angeles,California,-1,11,3982.3,0,0,0,0,0
2016-07-17,LAX,Los Angeles,California,11,12,3982.3,0,0,0,0,0
2016-07-18,LAX,Los Angeles,California,42,92,3982.3,0,0,92,0,0
2016-07-19,LAX,Los Angeles,California,-3,32,3982.3,0,0,32,0,0
2016-07-20,LAX,Los Angeles,California,-4,4,3982.3,0,0,0,0,0
2016-07-21,LAX,Los Angeles,California,26,45,3982.3,0,0,45,0,0
2016-07-22,LAX,Los Angeles,California,76,112,3982.3,76,0,36,0,0
2016-07-24,LAX,Los Angeles,California,0,4,3982.3,0,0,0,0,0
2016-07-25,LAX,Los Angeles,California,65,75,3982.3,0,0,75,0,0
2016-07-26,LAX,Los Angeles,California,7,4,3982.3,0,0,0,0,0
2016-07-27,LAX,Los Angeles,California,-3,19,3982.3,0,0,19,0,0
2016-07-28,LAX,Los Angeles,California,2,51,3982.3,0,0,51,0,0
2016-07-29,LAX,Los Angeles,California,82,89,3982.3,82,0,7,0,0
2016-07-31,LAX,Los Angeles,California,187,198,3982.3,0,0,188,0,10
2016-07-01,DFW,Dallas/Fort Worth,Texas,-2,-2,6088.5,0,0,0,0,0
2016-07-02,DFW,Dallas/Fort Worth,Texas,-1,24,6088.5,0,0,24,0,0
2016-07-03,DFW,Dallas/Fort Worth,Texas,135,133,6088.5,91,0,0,0,42
2016-07-04,DFW,Dallas/Fort Worth,Texas,105,106,6088.5,105,0,1,0,0
2016-07-05,DFW,Dallas/Fort Worth,Texas,46,81,6088.5,46,0,35,0,0
2016-07-06,DFW,Dallas/Fort Worth,Texas,-5,3,6088.5,0,0,0,0,0
2016-07-07,DFW,Dallas/Fort Worth,Texas,20,28,6088.5,20,0,8,0,0
2016-07-08,DFW,Dallas/Fort Worth,Texas,-2,-11,6088.5,0,0,0,0,0
2016-07-09,DFW,Dallas/Fort Worth,Texas,164,150,6088.5,150,0,0,0,0
2016-07-10,DFW,Dallas/Fort Worth,Texas,6,11,6088.5,0,0,0,0,0
2016-07-11,DFW,Dallas/Fort Worth,Texas,-1,9,6088.5,0,0,0,0,0
2016-07-12,DFW,Dallas/Fort Worth,Texas,1,13,6088.5,0,0,0,0,0
2016-07-13,DFW,Dallas/Fort Worth,Texas,-7,-12,6088.5,0,0,0,0,0
2016-07-14,DFW,Dallas/Fort Worth,Texas,0,0,6088.5,0,0,0,0,0
2016-07-15,DFW,Dallas/Fort Worth,Texas,365,345,6088.5,345,0,0,0,0
2016-07-16,DFW,Dallas/Fort Worth,Texas,31,13,6088.5,0,0,0,0,0
2016-07-17,DFW,Dallas/Fort Worth,Texas,23,2,6088.5,0,0,0,0,0
2016-07-18,DFW,Dallas/Fort Worth,Texas,4,-1,6088.5,0,0,0,0,0
2016-07-19,DFW,Dallas/Fort Worth,Texas,114,93,6088.5,93,0,0,0,0
2016-07-20,DFW,Dallas/Fort Worth,Texas,89,66,6088.5,66,0,0,0,0
2016-07-21,DFW,Dallas/Fort Worth,Texas,-2,-4,6088.5,0,0,0,0,0
2016-07-22,DFW,Dallas/Fort Worth,Texas,103,85,6088.5,85,0,0,0,0
2016-07-23,DFW,Dallas/Fort Worth,Texas,175,178,6088.5,175,0,3,0,0
2016-07-24,DFW,Dallas/Fort Worth,Texas,-3,-17,6088.5,0,0,0,0,0
2016-07-25,DFW,Dallas/Fort Worth,Texas,146,113,6088.5,113,0,0,0,0
2016-07-26,DFW,Dallas/Fort Worth,Texas,-6,-23,6088.5,0,0,0,0,0
2016-07-27,DFW,Dallas/Fort Worth,Texas,-7,-41,6088.5,0,0,0,0,0
2016-07-28,DFW,Dallas/Fort Worth,Texas,2,-4,6088.5,0,0,0,0,0
2016-07-29,DFW,Dallas/Fort Worth,Texas,-2,-21,6088.5,0,0,0,0,0
2016-07-30,DFW,Dallas/Fort Worth,Texas,285,274,6088.5,274,0,0,0,0
2016-07-31,DFW,Dallas/Fort Worth,Texas,44,36,6088.5,11,0,0,0,25
2016-07-01,DFW,Dallas/Fort Worth,Texas,0,-5,5971.0,0,0,0,0,0
2016-07-02,DFW,Dallas/Fort Worth,Texas,-2,10,5971.0,0,0,0,0,0
2016-07-03,DFW,Dallas/Fort Worth,Texas,-2,-3,5971.0,0,0,0,0,0
2016-07-04,DFW,Dallas/Fort Worth,Texas,43,72,5971.0,0,0,29,0,43
2016-07-05,DFW,Dallas/Fort Worth,Texas,161,187,5971.0,112,0,26,0,49
2016-07-06,DFW,Dallas/Fort Worth,Texas,3,37,5971.0,3,0,34,0,0
2016-07-07,DFW,Dallas/Fort Worth,Texas,-1,14,5971.0,0,0,0,0,0
2016-07-08,DFW,Dallas/Fort Worth,Texas,78,63,5971.0,63,0,0,0,0
2016-07-09,DFW,Dallas/Fort Worth,Texas,-6,2,5971.0,0,0,0,0,0
2016-07-10,DFW,Dallas/Fort Worth,Texas,-6,2,5971.0,0,0,0,0,0
2016-07-11,DFW,Dallas/Fort Worth,Texas,16,18,5971.0,16,0,2,0,0
2016-07-12,DFW,Dallas/Fort Worth,Texas,1,22,5971.0,1,0,21,0,0
2016-07-13,DFW,Dallas/Fort Worth,Texas,-8,11,5971.0,0,0,0,0,0
2016-07-14,DFW,Dallas/Fort Worth,Texas,-3,14,5971.0,0,0,0,0,0
2016-07-15,DFW,Dallas/Fort Worth,Texas,98,132,5971.0,0,98,34,0,0
2016-07-16,DFW,Dallas/Fort Worth,Texas,-7,-3,5971.0,0,0,0,0,0
2016-07-17,DFW,Dallas/Fort Worth,Texas,7,-9,5971.0,0,0,0,0,0
2016-07-18,DFW,Dallas/Fort Worth,Texas,32,26,5971.0,26,0,0,0,0
2016-07-19,DFW,Dallas/Fort Worth,Texas,88,79,5971.0,79,0,0,0,0
2016-07-20,DFW,Dallas/Fort Worth,Texas,-7,-17,5971.0,0,0,0,0,0
2016-07-21,DFW,Dallas/Fort Worth,Texas,4,6,5971.0,0,0,0,0,0
2016-07-22,DFW,Dallas/Fort Worth,Texas,-4,7,5971.0,0,0,0,0,0
2016-07-23,DFW,Dallas/Fort Worth,Texas,-7,16,5971.0,0,0,16,0,0
2016-07-24,DFW,Dallas/Fort Worth,Texas,77,51,5971.0,16,0,0,0,35
2016-07-25,DFW,Dallas/Fort Worth,Texas,52,22,5971.0,2,0,0,0,20
2016-07-26,DFW,Dallas/Fort Worth,Texas,49,14,5971.0,0,0,0,0,0
2016-07-27,DFW,Dallas/Fort Worth,Texas,6,8,5971.0,0,0,0,0,0
2016-07-28,DFW,Dallas/Fort Worth,Texas,-7,-30,5971.0,0,0,0,0,0
2016-07-29,DFW,Dallas/Fort Worth,Texas,0,-18,5971.0,0,0,0,0,0
2016-07-30,DFW,Dallas/Fort Worth,Texas,0,26,5971.0,0,0,26,0,0
2016-07-31,DFW,Dallas/Fort Worth,Texas,92,74,5971.0,17,0,0,0,57
2016-07-01,JFK,New York,New York,-2,-7,4160.9,0,0,0,0,0
2016-07-02,JFK,New York,New York,78,70,4160.9,70,0,0,0,0
2016-07-04,JFK,New York,New York,-5,-16,4160.9,0,0,0,0,0
2016-07-05,JFK,New York,New York,-6,-15,4160.9,0,0,0,0,0
2016-07-06,JFK,New York,New York,-6,11,4160.9,0,0,0,0,0
2016-07-07,JFK,New York,New York,-7,5,4160.9,0,0,0,0,0
2016-07-08,JFK,New York,New York,1,-1,4160.9,0,0,0,0,0
2016-07-09,JFK,New York,New York,0,22,4160.9,0,0,22,0,0
2016-07-10,JFK,New York,New York,-1,40,4160.9,0,0,40,0,0
2016-07-11,JFK,New York,New York,-5,16,4160.9,0,0,16,0,0
2016-07-12,JFK,New York,New York,-3,30,4160.9,0,0,30,0,0
2016-07-13,JFK,New York,New York,-3,5,4160.9,0,0,0,0,0
2016-07-14,JFK,New York,New York,-1,6,4160.9,0,0,0,0,0
2016-07-15,JFK,New York,New York,4,6,4160.9,0,0,0,0,0
2016-07-16,JFK,New York,New York,-4,-1,4160.9,0,0,0,0,0
2016-07-17,JFK,New York,New York,-5,-16,4160.9,0,0,0,0,0
2016-07-18,JFK,New York,New York,-5,15,4160.9,0,0,15,0,0
2016-07-19,JFK,New York,New York,-4,-8,4160.9,0,0,0,0,0
2016-07-20,JFK,New York,New York,-4,-17,4160.9,0,0,0,0,0
2016-07-21,JFK,New York,New York,-11,-42,4160.9,0,0,0,0,0
2016-07-22,JFK,New York,New York,-5,9,4160.9,0,0,0,0,0
2016-07-23,JFK,New York,New York,7,-16,4160.9,0,0,0,0,0
2016-07-24,JFK,New York,New York,-5,-22,4160.9,0,0,0,0,0
2016-07-25,JFK,New York,New York,-6,-5,4160.9,0,0,0,0,0
2016-07-26,JFK,New York,New York,-5,-10,4160.9,0,0,0,0,0
2016-07-27,JFK,New York,New York,-1,-14,4160.9,0,0,0,0,0
2016-07-28,JFK,New York,New York,-8,-20,4160.9,0,0,0,0,0
2016-07-29,JFK,New York,New York,-8,-13,4160.9,0,0,0,0,0
2016-07-30,JFK,New York,New York,-7,0,4160.9,0,0,0,0,0
2016-07-31,JFK,New York,New York,16,15,4160.9,15,0,0,0,0
2016-07-02,LAX,Los Angeles,California,-4,-20,3982.3,0,0,0,0,0
2016-07-03,LAX,Los Angeles,California,3,-19,3982.3,0,0,0,0,0
2016-07-04,LAX,Los Angeles,California,-3,-8,3982.3,0,0,0,0,0
2016-07-05,LAX,Los Angeles,California,-4,-36,3982.3,0,0,0,0,0
2016-07-06,LAX,Los Angeles,California,3,-2,3982.3,0,0,0,0,0
2016-07-07,LAX,Los Angeles,California,4,-19,3982.3,0,0,0,0,0
2016-07-08,LAX,Los Angeles,California,-1,-24,3982.3,0,0,0,0,0
2016-07-09,LAX,Los Angeles,California,0,-12,3982.3,0,0,0,0,0
2016-07-10,LAX,Los Angeles,California,0,-26,3982.3,0,0,0,0,0
2016-07-11,LAX,Los Angeles,California,21,9,3982.3,0,0,0,0,0
2016-07-12,LAX,Los Angeles,California,15,-6,3982.3,0,0,0,0,0
2016-07-13,LAX,Los Angeles,California,98,107,3982.3,5,0,9,0,93
2016-07-14,LAX,Los Angeles,California,18,-19,3982.3,0,0,0,0,0
2016-07-15,LAX,Los Angeles,California,4,-35,3982.3,0,0,0,0,0
2016-07-16,LAX,Los Angeles,California,74,39,3982.3,1,0,0,0,38
2016-07-17,LAX,Los Angeles,California,4,-17,3982.3,0,0,0,0,0
2016-07-18,LAX,Los Angeles,California,50,46,3982.3,7,0,0,0,39
2016-07-19,LAX,Los Angeles,California,26,28,3982.3,26,0,2,0,0
2016-07-20,LAX,Los Angeles,California,-4,-7,3982.3,0,0,0,0,0
2016-07-21,LAX,Los Angeles,California,-7,-21,3982.3,0,0,0,0,0
2016-07-22,LAX,Los Angeles,California,11,10,3982.3,0,0,0,0,0
2016-07-23,LAX,Los Angeles,California,-3,-5,3982.3,0,0,0,0,0
2016-07-24,LAX,Los Angeles,California,-7,-31,3982.3,0,0,0,0,0
2016-07-26,LAX,Los Angeles,California,-8,-40,3982.3,0,0,0,0,0
2016-07-27,LAX,Los Angeles,California,0,-12,3982.3,0,0,0,0,0
2016-07-28,LAX,Los Angeles,California,105,115,3982.3,5,0,10,0,100
2016-07-29,LAX,Los Angeles,California,7,-20,3982.3,0,0,0,0,0
2016-07-30,LAX,Los Angeles,California,162,172,3982.3,41,0,10,0,121
2016-07-31,LAX,Los Angeles,California,65,59,3982.3,18,0,0,0,41
2016-07-02,SFO,San Francisco,California,59,35,4160.9,0,0,0,0,35
2016-07-06,SFO,San Francisco,California,12,-20,4160.9,0,0,0,0,0
2016-07-07,SFO,San Francisco,California,0,41,4160.9,0,0,41,0,0
2016-07-09,SFO,San Francisco,California,21,-6,4160.9,0,0,0,0,0
2016-07-10,SFO,San Francisco,California,31,9,4160.9,0,0,0,0,0
2016-07-13,SFO,San Francisco,California,17,52,4160.9,15,0,35,0,2
2016-07-14,SFO,San Francisco,California,80,72,4160.9,0,0,69,0,3
2016-07-16,SFO,San Francisco,California,1,7,4160.9,0,0,0,0,0
2016-07-17,SFO,San Francisco,California,-4,9,4160.9,0,0,0,0,0
2016-07-20,SFO,San Francisco,California,-3,-13,4160.9,0,0,0,0,0
2016-07-21,SFO,San Francisco,California,2,12,4160.9,0,0,0,0,0
2016-07-23,SFO,San Francisco,California,-6,20,4160.9,0,0,20,0,0
2016-07-24,SFO,San Francisco,California,116,113,4160.9,113,0,0,0,0
2016-07-27,SFO,San Francisco,California,-3,-6,4160.9,0,0,0,0,0
2016-07-28,SFO,San Francisco,California,555,546,4160.9,546,0,0,0,0
2016-07-30,SFO,San Francisco,California,-3,112,4160.9,0,0,112,0,0
2016-07-31,SFO,San Francisco,California,133,202,4160.9,0,0,190,0,12
2016-07-03,BOS,Boston,Massachusetts,-8,-16,300.9,0,0,0,0,0
2016-07-17,BOS,Boston,Massachusetts,360,373,300.9,360,0,13,0,0
2016-07-24,BOS,Boston,Massachusetts,187,185,300.9,185,0,0,0,0
2016-07-31,BOS,Boston,Massachusetts,2,8,300.9,0,0,0,0,0
2016-07-01,JFK,New York,New York,-6,9,4160.9,0,0,0,0,0
2016-07-03,JFK,New York,New York,-2,-15,4160.9,0,0,0,0,0
2016-07-04,JFK,New York,New York,65,62,4160.9,0,0,0,62,0
2016-07-05,JFK,New York,New York,-4,-5,4160.9,0,0,0,0,0
2016-07-06,JFK,New York,New York,-4,-2,4160.9,0,0,0,0,0
2016-07-07,JFK,New York,New York,-5,12,4160.9,0,0,0,0,0
2016-07-08,JFK,New York,New York,36,46,4160.9,36,0,10,0,0
2016-07-10,JFK,New York,New York,7,22,4160.9,7,0,15,0,0
2016-07-11,JFK,New York,New York,-5,-8,4160.9,0,0,0,0,0
2016-07-12,JFK,New York,New York,28,20,4160.9,20,0,0,0,0
2016-07-13,JFK,New York,New York,-7,7,4160.9,0,0,0,0,0
2016-07-14,JFK,New York,New York,19,9,4160.9,0,0,0,0,0
2016-07-15,JFK,New York,New York,7,14,4160.9,0,0,0,0,0
2016-07-17,JFK,New York,New York,-3,-7,4160.9,0,0,0,0,0
2016-07-18,JFK,New York,New York,-6,-13,4160.9,0,0,0,0,0
2016-07-19,JFK,New York,New York,-1,-14,4160.9,0,0,0,0,0
2016-07-20,JFK,New York,New York,-1,-18,4160.9,0,0,0,0,0
2016-07-21,JFK,New York,New York,-4,-29,4160.9,0,0,0,0,0
2016-07-22,JFK,New York,New York,-1,11,4160.9,0,0,0,0,0
2016-07-24,JFK,New York,New York,24,19,4160.9,19,0,0,0,0
2016-07-25,JFK,New York,New York,-7,-5,4160.9,0,0,0,0,0
2016-07-26,JFK,New York,New York,1,-6,4160.9,0,0,0,0,0
2016-07-27,JFK,New York,New York,-6,-11,4160.9,0,0,0,0,0
2016-07-28,JFK,New York,New York,6,-2,4160.9,0,0,0,0,0
2016-07-29,JFK,New York,New York,36,26,4160.9,0,0,0,0,26
2016-07-31,JFK,New York,New York,0,5,4160.9,0,0,0,0,0
2016-07-01,SFO,San Francisco,California,130,235,4160.9,0,0,235,0,0
2016-07-03,SFO,San Francisco,California,-3,-35,4160.9,0,0,0,0,0
2016-07-04,SFO,San Francisco,California,52,13,4160.9,0,0,0,0,0
2016-07-05,SFO,San Francisco,California,-5,-19,4160.9,0,0,0,0,0
2016-07-08,SFO,San Francisco,California,90,140,4160.9,0,0,140,0,0
2016-07-10,SFO,San Francisco,California,12,-21,4160.9,0,0,0,0,0
2016-07-11,SFO,San Francisco,California,-8,-33,4160.9,0,0,0,0,0
2016-07-12,SFO,San Francisco,California,127,82,4160.9,75,0,0,0,7
2016-07-15,SFO,San Francisco,California,-5,2,4160.9,0,0,0,0,0
2016-07-17,SFO,San Francisco,California,-8,-1,4160.9,0,0,0,0,0
2016-07-18,SFO,San Francisco,California,89,79,4160.9,0,0,79,0,0
2016-07-19,SFO,San Francisco,California,14,-5,4160.9,0,0,0,0,0
2016-07-22,SFO,San Francisco,California,-6,-18,4160.9,0,0,0,0,0
2016-07-24,SFO,San Francisco,California,8,-10,4160.9,0,0,0,0,0
2016-07-25,SFO,San Francisco,California,59,53,4160.9,0,0,53,0,0
2016-07-26,SFO,San Francisco,California,-3,-19,4160.9,0,0,0,0,0
2016-07-29,SFO,San Francisco,California,-1,12,4160.9,0,0,0,0,0
2016-07-31,SFO,San Francisco,California,194,162,4160.9,0,0,162,0,0
2016-07-02,SFO,San Francisco,California,0,-23,4160.9,0,0,0,0,0
2016-07-06,SFO,San Francisco,California,-7,-5,4160.9,0,0,0,0,0
2016-07-07,SFO,San Francisco,California,-7,-17,4160.9,0,0,0,0,0
2016-07-09,SFO,San Francisco,California,0,-13,4160.9,0,0,0,0,0
2016-07-13,SFO,San Francisco,California,73,83,4160.9,2,0,10,0,71
2016-07-14,SFO,San Francisco,California,574,581,4160.9,39,0,7,0,535
2016-07-16,SFO,San Francisco,California,38,30,4160.9,3,0,0,0,27
2016-07-20,SFO,San Francisco,California,-6,-10,4160.9,0,0,0,0,0
2016-07-21,SFO,San Francisco,California,-6,-1,4160.9,0,0,0,0,0
2016-07-23,SFO,San Francisco,California,-6,-1,4160.9,0,0,0,0,0
2016-07-27,SFO,San Francisco,California,11,-11,4160.9,0,0,0,0,0
2016-07-28,SFO,San Francisco,California,64,52,4160.9,0,0,0,0,52
2016-07-30,SFO,San Francisco,California,-6,-19,4160.9,0,0,0,0,0
2016-07-01,JFK,New York,New York,-3,-20,3982.3,0,0,0,0,0
2016-07-02,JFK,New York,New York,-2,8,3982.3,0,0,0,0,0
2016-07-03,JFK,New York,New York,-2,23,3982.3,0,0,23,0,0
2016-07-04,JFK,New York,New York,-5,-31,3982.3,0,0,0,0,0
2016-07-05,JFK,New York,New York,-8,-6,3982.3,0,0,0,0,0
2016-07-06,JFK,New York,New York,-4,-9,3982.3,0,0,0,0,0
2016-07-07,JFK,New York,New York,-2,-8,3982.3,0,0,0,0,0
2016-07-08,JFK,New York,New York,-11,-18,3982.3,0,0,0,0,0
