flight_date,airport,city,state,departure_delay_min,arrival_delay_min,distance_km,airline_delay_min,weather_delay_min,airport_traffic_delay_min,security_check_delay_min,previous_flight_delay_min
2016-07-10,JFK,New York,New York,1,-18,300.9,0,0,0,0,0
2016-07-11,JFK,New York,New York,24,17,300.9,17,0,0,0,0
2016-07-12,JFK,New York,New York,91,105,300.9,0,0,14,0,91
2016-07-13,JFK,New York,New York,-6,-19,300.9,0,0,0,0,0
2016-07-14,JFK,New York,New York,39,40,300.9,0,0,38,0,2
2016-07-15,JFK,New York,New York,88,86,300.9,24,0,0,0,62
2016-07-16,JFK,New York,New York,-3,-7,300.9,0,0,0,0,0
2016-07-17,JFK,New York,New York,-3,-14,300.9,0,0,0,0,0
2016-07-19,JFK,New York,New York,1,34,300.9,1,0,33,0,0
2016-07-20,JFK,New York,New York,57,47,300.9,47,0,0,0,0
2016-07-21,JFK,New York,New York,119,133,300.9,0,0,14,0,119
2016-07-23,JFK,New York,New York,-3,-9,300.9,0,0,0,0,0
2016-07-24,JFK,New York,New York,-5,-17,300.9,0,0,0,0,0
2016-07-26,JFK,New York,New York,-3,-4,300.9,0,0,0,0,0
2016-07-27,JFK,New York,New York,-6,-20,300.9,0,0,0,0,0
2016-07-28,JFK,New York,New York,-2,-17,300.9,0,0,0,0,0
2016-07-29,JFK,New York,New York,-2,-13,300.9,0,0,0,0,0
2016-07-30,JFK,New York,New York,22,-5,300.9,0,0,0,0,0
2016-07-31,JFK,New York,New York,206,222,300.9,97,0,16,0,109
2016-07-01,JFK,New York,New York,57,88,1752.2,57,0,31,0,0
2016-07-02,JFK,New York,New York,5,-14,1752.2,0,0,0,0,0
2016-07-03,JFK,New York,New York,2,26,1752.2,2,0,24,0,0
2016-07-04,JFK,New York,New York,0,-5,1752.2,0,0,0,0,0
2016-07-05,JFK,New York,New York,-2,-3,1752.2,0,0,0,0,0
2016-07-06,JFK,New York,New York,95,81,1752.2,81,0,0,0,0
2016-07-07,JFK,New York,New York,2,-5,1752.2,0,0,0,0,0
2016-07-08,JFK,New York,New York,-6,-23,1752.2,0,0,0,0,0
2016-07-09,JFK,New York,New York,30,52,1752.2,0,0,22,0,30
2016-07-10,JFK,New York,New York,3,1,1752.2,0,0,0,0,0
2016-07-11,JFK,New York,New York,-3,6,1752.2,0,0,0,0,0
2016-07-12,JFK,New York,New York,18,8,1752.2,0,0,0,0,0
2016-07-13,JFK,New York,New York,-3,-10,1752.2,0,0,0,0,0
2016-07-14,JFK,New York,New York,8,-3,1752.2,0,0,0,0,0
2016-07-15,JFK,New York,New York,-3,-15,1752.2,0,0,0,0,0
2016-07-16,JFK,New York,New York,5,13,1752.2,0,0,0,0,0
2016-07-17,JFK,New York,New York,2,66,1752.2,2,0,64,0,0
2016-07-18,JFK,New York,New York,26,4,1752.2,0,0,0,0,0
2016-07-19,JFK,New York,New York,-4,-3,1752.2,0,0,0,0,0
2016-07-20,JFK,New York,New York,-2,-15,1752.2,0,0,0,0,0
2016-07-21,JFK,New York,New York,0,7,1752.2,0,0,0,0,0
2016-07-22,JFK,New York,New York,-4,-3,1752.2,0,0,0,0,0
2016-07-23,JFK,New York,New York,-1,-20,1752.2,0,0,0,0,0
2016-07-24,JFK,New York,New York,5,-16,1752.2,0,0,0,0,0
2016-07-25,JFK,New York,New York,-6,1,1752.2,0,0,0,0,0
2016-07-26,JFK,New York,New York,-20,1,1752.2,0,0,0,0,0
2016-07-27,JFK,New York,New York,-2,7,1752.2,0,0,0,0,0
2016-07-28,JFK,New York,New York,3,-7,1752.2,0,0,0,0,0
2016-07-29,JFK,New York,New York,0,-3,1752.2,0,0,0,0,0
2016-07-30,JFK,New York,New York,-2,-10,1752.2,0,0,0,0,0
2016-07-31,JFK,New York,New York,8,36,1752.2,8,0,28,0,0
2016-07-01,LAX,Los Angeles,California,35,75,4201.1,0,0,75,0,0
2016-07-02,LAX,Los Angeles,California,39,10,4201.1,0,0,0,0,0
2016-07-03,LAX,Los Angeles,California,63,53,4201.1,0,0,0,18,35
2016-07-04,LAX,Los Angeles,California,-4,-19,4201.1,0,0,0,0,0
2016-07-05,LAX,Los Angeles,California,17,12,4201.1,0,0,0,0,0
2016-07-06,LAX,Los Angeles,California,15,1,4201.1,0,0,0,0,0
2016-07-07,LAX,Los Angeles,California,7,22,4201.1,7,0,15,0,0
2016-07-08,LAX,Los Angeles,California,38,25,4201.1,0,0,25,0,0
2016-07-09,LAX,Los Angeles,California,-9,-20,4201.1,0,0,0,0,0
2016-07-10,LAX,Los Angeles,California,119,117,4201.1,0,0,0,0,117
2016-07-11,LAX,Los Angeles,California,-1,-2,4201.1,0,0,0,0,0
2016-07-12,LAX,Los Angeles,California,4,0,4201.1,0,0,0,0,0
2016-07-13,LAX,Los Angeles,California,12,5,4201.1,0,0,0,0,0
2016-07-14,LAX,Los Angeles,California,-5,-22,4201.1,0,0,0,0,0
2016-07-15,LAX,Los Angeles,California,-4,-22,4201.1,0,0,0,0,0
2016-07-16,LAX,Los Angeles,California,49,29,4201.1,18,0,0,0,11
2016-07-17,LAX,Los Angeles,California,-4,6,4201.1,0,0,0,0,0
2016-07-18,LAX,Los Angeles,California,1,3,4201.1,0,0,0,0,0
2016-07-19,LAX,Los Angeles,California,-5,6,4201.1,0,0,0,0,0
2016-07-20,LAX,Los Angeles,California,-7,-14,4201.1,0,0,0,0,0
2016-07-21,LAX,Los Angeles,California,0,-2,4201.1,0,0,0,0,0
2016-07-22,LAX,Los Angeles,California,54,63,4201.1,14,0,9,0,40
2016-07-23,LAX,Los Angeles,California,35,40,4201.1,10,0,5,0,25
2016-07-24,LAX,Los Angeles,California,26,13,4201.1,0,0,0,0,0
2016-07-25,LAX,Los Angeles,California,19,22,4201.1,0,0,22,0,0
2016-07-26,LAX,Los Angeles,California,59,33,4201.1,8,0,0,0,25
2016-07-27,LAX,Los Angeles,California,0,-2,4201.1,0,0,0,0,0
2016-07-28,LAX,Los Angeles,California,2,-1,4201.1,0,0,0,0,0
2016-07-29,LAX,Los Angeles,California,4,5,4201.1,0,0,0,0,0
2016-07-30,LAX,Los Angeles,California,1,45,4201.1,0,0,44,0,1
2016-07-31,LAX,Los Angeles,California,73,81,4201.1,0,0,12,0,69
2016-07-02,JFK,New York,New York,0,-9,3617.0,0,0,0,0,0
2016-07-03,JFK,New York,New York,18,-3,3617.0,0,0,0,0,0
2016-07-04,JFK,New York,New York,11,4,3617.0,0,0,0,0,0
2016-07-02,LAS,Las Vegas,Nevada,77,64,3617.0,64,0,0,0,0
2016-07-03,LAS,Las Vegas,Nevada,-5,-29,3617.0,0,0,0,0,0
2016-07-04,LAS,Las Vegas,Nevada,1,-10,3617.0,0,0,0,0,0
2016-07-01,LAX,Los Angeles,California,115,122,4000.0,0,0,7,0,115
2016-07-02,LAX,Los Angeles,California,-2,-3,4000.0,0,0,0,0,0
2016-07-03,LAX,Los Angeles,California,-2,-12,4000.0,0,0,0,0,0
2016-07-04,LAX,Los Angeles,California,-5,-3,4000.0,0,0,0,0,0
2016-07-05,LAX,Los Angeles,California,16,7,4000.0,0,0,0,0,0
2016-07-06,LAX,Los Angeles,California,25,11,4000.0,0,0,0,0,0
2016-07-07,LAX,Los Angeles,California,-7,-9,4000.0,0,0,0,0,0
2016-07-08,LAX,Los Angeles,California,192,186,4000.0,0,0,0,0,186
2016-07-09,LAX,Los Angeles,California,-11,-18,4000.0,0,0,0,0,0
2016-07-10,LAX,Los Angeles,California,-2,-6,4000.0,0,0,0,0,0
2016-07-11,LAX,Los Angeles,California,-6,9,4000.0,0,0,0,0,0
2016-07-12,LAX,Los Angeles,California,-3,2,4000.0,0,0,0,0,0
2016-07-13,LAX,Los Angeles,California,17,15,4000.0,15,0,0,0,0
2016-07-14,LAX,Los Angeles,California,-3,-9,4000.0,0,0,0,0,0
2016-07-15,LAX,Los Angeles,California,19,6,4000.0,0,0,0,0,0
2016-07-16,LAX,Los Angeles,California,-2,-8,4000.0,0,0,0,0,0
2016-07-17,LAX,Los Angeles,California,-7,-16,4000.0,0,0,0,0,0
2016-07-18,LAX,Los Angeles,California,-3,-5,4000.0,0,0,0,0,0
2016-07-19,LAX,Los Angeles,California,0,-13,4000.0,0,0,0,0,0
2016-07-20,LAX,Los Angeles,California,-7,1,4000.0,0,0,0,0,0
2016-07-21,LAX,Los Angeles,California,-3,-21,4000.0,0,0,0,0,0
2016-07-22,LAX,Los Angeles,California,-4,-14,4000.0,0,0,0,0,0
2016-07-23,LAX,Los Angeles,California,-3,0,4000.0,0,0,0,0,0
2016-07-24,LAX,Los Angeles,California,1,-6,4000.0,0,0,0,0,0
2016-07-25,LAX,Los Angeles,California,133,109,4000.0,11,0,0,0,98
2016-07-26,LAX,Los Angeles,California,22,7,4000.0,0,0,0,0,0
2016-07-27,LAX,Los Angeles,California,89,60,4000.0,0,0,0,0,60
2016-07-28,LAX,Los Angeles,California,22,-3,4000.0,0,0,0,0,0
2016-07-29,LAX,Los Angeles,California,36,21,4000.0,0,0,0,0,21
2016-07-30,LAX,Los Angeles,California,3,-10,4000.0,0,0,0,0,0
2016-07-31,LAX,Los Angeles,California,-1,-4,4000.0,0,0,0,0,0
2016-07-01,DFW,Dallas/Fort Worth,Texas,-1,-5,1803.7,0,0,0,0,0
2016-07-02,DFW,Dallas/Fort Worth,Texas,13,0,1803.7,0,0,0,0,0
2016-07-03,DFW,Dallas/Fort Worth,Texas,-3,-16,1803.7,0,0,0,0,0
2016-07-04,DFW,Dallas/Fort Worth,Texas,6,20,1803.7,0,0,14,0,6
2016-07-05,DFW,Dallas/Fort Worth,Texas,35,31,1803.7,31,0,0,0,0
2016-07-06,DFW,Dallas/Fort Worth,Texas,6,-10,1803.7,0,0,0,0,0
2016-07-07,DFW,Dallas/Fort Worth,Texas,-1,-22,1803.7,0,0,0,0,0
2016-07-08,DFW,Dallas/Fort Worth,Texas,50,62,1803.7,5,0,12,0,45
2016-07-09,DFW,Dallas/Fort Worth,Texas,9,3,1803.7,0,0,0,0,0
2016-07-10,DFW,Dallas/Fort Worth,Texas,-3,-19,1803.7,0,0,0,0,0
2016-07-11,DFW,Dallas/Fort Worth,Texas,-2,-12,1803.7,0,0,0,0,0
2016-07-12,DFW,Dallas/Fort Worth,Texas,2,6,1803.7,0,0,0,0,0
2016-07-13,DFW,Dallas/Fort Worth,Texas,-1,-1,1803.7,0,0,0,0,0
2016-07-14,DFW,Dallas/Fort Worth,Texas,4,6,1803.7,0,0,0,0,0
2016-07-15,DFW,Dallas/Fort Worth,Texas,12,8,1803.7,0,0,0,0,0
2016-07-16,DFW,Dallas/Fort Worth,Texas,9,-1,1803.7,0,0,0,0,0
2016-07-17,DFW,Dallas/Fort Worth,Texas,-2,-19,1803.7,0,0,0,0,0
2016-07-18,DFW,Dallas/Fort Worth,Texas,-4,-18,1803.7,0,0,0,0,0
2016-07-19,DFW,Dallas/Fort Worth,Texas,0,-5,1803.7,0,0,0,0,0
2016-07-20,DFW,Dallas/Fort Worth,Texas,1,-6,1803.7,0,0,0,0,0
2016-07-21,DFW,Dallas/Fort Worth,Texas,3,9,1803.7,0,0,0,0,0
2016-07-22,DFW,Dallas/Fort Worth,Texas,345,327,1803.7,188,0,0,0,139
2016-07-23,DFW,Dallas/Fort Worth,Texas,-1,-19,1803.7,0,0,0,0,0
2016-07-24,DFW,Dallas/Fort Worth,Texas,132,124,1803.7,13,0,0,0,111
2016-07-25,DFW,Dallas/Fort Worth,Texas,19,19,1803.7,16,0,0,0,3
2016-07-26,DFW,Dallas/Fort Worth,Texas,0,13,1803.7,0,0,0,0,0
2016-07-27,DFW,Dallas/Fort Worth,Texas,-3,2,1803.7,0,0,0,0,0
2016-07-28,DFW,Dallas/Fort Worth,Texas,12,25,1803.7,12,0,13,0,0
2016-07-29,DFW,Dallas/Fort Worth,Texas,3,-8,1803.7,0,0,0,0,0
2016-07-30,DFW,Dallas/Fort Worth,Texas,8,-8,1803.7,0,0,0,0,0
2016-07-31,DFW,Dallas/Fort Worth,Texas,1,-1,1803.7,0,0,0,0,0
2016-07-01,SFO,San Francisco,California,-5,71,4159.3,0,0,71,0,0
2016-07-02,SFO,San Francisco,California,-4,23,4159.3,0,0,23,0,0
2016-07-03,SFO,San Francisco,California,-1,-9,4159.3,0,0,0,0,0
2016-07-04,SFO,San Francisco,California,54,39,4159.3,39,0,0,0,0
2016-07-05,SFO,San Francisco,California,6,8,4159.3,0,0,0,0,0
2016-07-06,SFO,San Francisco,California,-5,-11,4159.3,0,0,0,0,0
2016-07-07,SFO,San Francisco,California,-2,-8,4159.3,0,0,0,0,0
2016-07-08,SFO,San Francisco,California,81,72,4159.3,72,0,0,0,0
2016-07-09,SFO,San Francisco,California,-7,5,4159.3,0,0,0,0,0
2016-07-10,SFO,San Francisco,California,-8,-15,4159.3,0,0,0,0,0
2016-07-11,SFO,San Francisco,California,4,11,4159.3,0,0,0,0,0
2016-07-12,SFO,San Francisco,California,14,3,4159.3,0,0,0,0,0
2016-07-13,SFO,San Francisco,California,0,-5,4159.3,0,0,0,0,0
2016-07-14,SFO,San Francisco,California,0,6,4159.3,0,0,0,0,0
2016-07-15,SFO,San Francisco,California,5,6,4159.3,0,0,0,0,0
2016-07-16,SFO,San Francisco,California,-6,19,4159.3,0,0,19,0,0
2016-07-17,SFO,San Francisco,California,0,11,4159.3,0,0,0,0,0
2016-07-18,SFO,San Francisco,California,-2,20,4159.3,0,0,20,0,0
2016-07-19,SFO,San Francisco,California,-3,9,4159.3,0,0,0,0,0
2016-07-20,SFO,San Francisco,California,4,4,4159.3,0,0,0,0,0
2016-07-21,SFO,San Francisco,California,-1,-6,4159.3,0,0,0,0,0
2016-07-22,SFO,San Francisco,California,18,36,4159.3,18,0,18,0,0
2016-07-23,SFO,San Francisco,California,7,-6,4159.3,0,0,0,0,0
2016-07-24,SFO,San Francisco,California,-3,13,4159.3,0,0,0,0,0
2016-07-25,SFO,San Francisco,California,1,-1,4159.3,0,0,0,0,0
2016-07-26,SFO,San Francisco,California,0,41,4159.3,0,0,41,0,0
2016-07-27,SFO,San Francisco,California,-5,-3,4159.3,0,0,0,0,0
2016-07-28,SFO,San Francisco,California,-1,-16,4159.3,0,0,0,0,0
2016-07-29,SFO,San Francisco,California,-1,5,4159.3,0,0,0,0,0
2016-07-30,SFO,San Francisco,California,-2,-18,4159.3,0,0,0,0,0
2016-07-31,SFO,San Francisco,California,24,40,4159.3,24,0,16,0,0
2016-07-01,LAX,Los Angeles,California,144,156,542.2,0,0,24,0,132
2016-07-02,LAX,Los Angeles,California,31,27,542.2,0,0,0,0,27
2016-07-03,LAX,Los Angeles,California,17,16,542.2,12,0,0,0,4
2016-07-04,LAX,Los Angeles,California,76,86,542.2,0,0,10,17,59
2016-07-05,LAX,Los Angeles,California,16,19,542.2,16,0,3,0,0
2016-07-06,LAX,Los Angeles,California,8,11,542.2,0,0,0,0,0
2016-07-07,LAX,Los Angeles,California,-5,-7,542.2,0,0,0,0,0
2016-07-08,LAX,Los Angeles,California,22,22,542.2,0,0,0,0,22
2016-07-09,LAX,Los Angeles,California,-6,6,542.2,0,0,0,0,0
2016-07-10,LAX,Los Angeles,California,9,7,542.2,0,0,0,0,0
2016-07-11,LAX,Los Angeles,California,-8,5,542.2,0,0,0,0,0
2016-07-12,LAX,Los Angeles,California,-5,-6,542.2,0,0,0,0,0
2016-07-13,LAX,Los Angeles,California,122,111,542.2,0,0,0,0,111
2016-07-14,LAX,Los Angeles,California,4,3,542.2,0,0,0,0,0
2016-07-15,LAX,Los Angeles,California,137,149,542.2,0,0,12,0,137
2016-07-16,LAX,Los Angeles,California,5,-4,542.2,0,0,0,0,0
2016-07-17,LAX,Los Angeles,California,60,51,542.2,0,0,0,0,51
2016-07-18,LAX,Los Angeles,California,-1,-3,542.2,0,0,0,0,0
2016-07-19,LAX,Los Angeles,California,174,187,542.2,106,0,13,0,68
2016-07-20,LAX,Los Angeles,California,-4,-9,542.2,0,0,0,0,0
2016-07-21,LAX,Los Angeles,California,-5,10,542.2,0,0,0,0,0
2016-07-22,LAX,Los Angeles,California,20,37,542.2,0,0,17,0,20
2016-07-23,LAX,Los Angeles,California,24,28,542.2,24,0,4,0,0
2016-07-24,LAX,Los Angeles,California,40,39,542.2,9,0,0,0,30
2016-07-25,LAX,Los Angeles,California,0,8,542.2,0,0,0,0,0
2016-07-26,LAX,Los Angeles,California,12,-4,542.2,0,0,0,0,0
2016-07-27,LAX,Los Angeles,California,0,5,542.2,0,0,0,0,0
2016-07-28,LAX,Los Angeles,California,2,8,542.2,0,0,0,0,0
2016-07-29,LAX,Los Angeles,California,-5,-1,542.2,0,0,0,0,0
2016-07-30,LAX,Los Angeles,California,4,4,542.2,0,0,0,0,0
2016-07-31,LAX,Los Angeles,California,77,79,542.2,67,0,2,0,10
2016-07-01,LAS,Las Vegas,Nevada,0,-5,3617.0,0,0,0,0,0
2016-07-03,LAS,Las Vegas,Nevada,292,313,3617.0,292,0,21,0,0
2016-07-04,LAS,Las Vegas,Nevada,-8,-28,3617.0,0,0,0,0,0
2016-07-05,LAS,Las Vegas,Nevada,-3,-30,3617.0,0,0,0,0,0
2016-07-06,LAS,Las Vegas,Nevada,-3,1,3617.0,0,0,0,0,0
2016-07-07,LAS,Las Vegas,Nevada,-5,-13,3617.0,0,0,0,0,0
2016-07-08,LAS,Las Vegas,Nevada,-6,61,3617.0,0,0,61,0,0
2016-07-09,LAS,Las Vegas,Nevada,4,-19,3617.0,0,0,0,0,0
2016-07-10,LAS,Las Vegas,Nevada,-3,-17,3617.0,0,0,0,0,0
2016-07-11,LAS,Las Vegas,Nevada,28,16,3617.0,16,0,0,0,0
2016-07-12,LAS,Las Vegas,Nevada,-3,-23,3617.0,0,0,0,0,0
2016-07-13,LAS,Las Vegas,Nevada,77,70,3617.0,70,0,0,0,0
2016-07-14,LAS,Las Vegas,Nevada,-3,8,3617.0,0,0,0,0,0
2016-07-15,LAS,Las Vegas,Nevada,-3,-18,3617.0,0,0,0,0,0
2016-07-16,LAS,Las Vegas,Nevada,-7,-30,3617.0,0,0,0,0,0
2016-07-17,LAS,Las Vegas,Nevada,-4,-5,3617.0,0,0,0,0,0
2016-07-19,LAS,Las Vegas,Nevada,-4,15,3617.0,0,0,15,0,0
2016-07-20,LAS,Las Vegas,Nevada,-2,30,3617.0,0,0,30,0,0
2016-07-21,LAS,Las Vegas,Nevada,3,19,3617.0,3,0,16,0,0
2016-07-22,LAS,Las Vegas,Nevada,-1,-14,3617.0,0,0,0,0,0
2016-07-23,LAS,Las Vegas,Nevada,-5,-2,3617.0,0,0,0,0,0
2016-07-24,LAS,Las Vegas,Nevada,-1,12,3617.0,0,0,0,0,0
2016-07-25,LAS,Las Vegas,Nevada,5,11,3617.0,0,0,0,0,0
2016-07-26,LAS,Las Vegas,Nevada,50,25,3617.0,25,0,0,0,0
2016-07-27,LAS,Las Vegas,Nevada,2,-1,3617.0,0,0,0,0,0
2016-07-28,LAS,Las Vegas,Nevada,-2,2,3617.0,0,0,0,0,0
2016-07-29,LAS,Las Vegas,Nevada,11,11,3617.0,0,0,0,0,0
2016-07-30,LAS,Las Vegas,Nevada,-7,-3,3617.0,0,0,0,0,0
2016-07-31,LAS,Las Vegas,Nevada,1,9,3617.0,0,0,0,0,0
2016-07-02,JFK,New York,New York,1,16,3617.0,1,0,15,0,0
2016-07-03,JFK,New York,New York,-5,-23,3617.0,0,0,0,0,0
2016-07-04,JFK,New York,New York,41,23,3617.0,0,0,0,0,23
2016-07-05,JFK,New York,New York,-5,-19,3617.0,0,0,0,0,0
2016-07-06,JFK,New York,New York,-3,-17,3617.0,0,0,0,0,0
2016-07-07,JFK,New York,New York,-1,6,3617.0,0,0,0,0,0
2016-07-08,JFK,New York,New York,7,41,3617.0,0,0,41,0,0
2016-07-09,JFK,New York,New York,1,9,3617.0,0,0,0,0,0
2016-07-10,JFK,New York,New York,-2,-27,3617.0,0,0,0,0,0
2016-07-11,JFK,New York,New York,61,51,3617.0,51,0,0,0,0
2016-07-12,JFK,New York,New York,-3,-21,3617.0,0,0,0,0,0
2016-07-13,JFK,New York,New York,16,26,3617.0,16,0,10,0,0
2016-07-14,JFK,New York,New York,90,81,3617.0,0,11,0,0,70
2016-07-15,JFK,New York,New York,32,3,3617.0,0,0,0,0,0
2016-07-16,JFK,New York,New York,36,23,3617.0,0,23,0,0,0
2016-07-17,JFK,New York,New York,76,60,3617.0,60,0,0,0,0
2016-07-18,JFK,New York,New York,52,41,3617.0,0,0,41,0,0
2016-07-19,JFK,New York,New York,-2,25,3617.0,0,0,25,0,0
2016-07-20,JFK,New York,New York,2,-12,3617.0,0,0,0,0,0
2016-07-21,JFK,New York,New York,-3,-27,3617.0,0,0,0,0,0
2016-07-22,JFK,New York,New York,79,65,3617.0,26,0,0,0,39
2016-07-23,JFK,New York,New York,95,75,3617.0,75,0,0,0,0
2016-07-24,JFK,New York,New York,-2,-14,3617.0,0,0,0,0,0
2016-07-25,JFK,New York,New York,195,207,3617.0,0,195,12,0,0
2016-07-26,JFK,New York,New York,89,94,3617.0,89,0,5,0,0
2016-07-27,JFK,New York,New York,-2,27,3617.0,0,0,27,0,0
2016-07-28,JFK,New York,New York,77,128,3617.0,0,0,126,0,2
2016-07-29,JFK,New York,New York,11,-1,3617.0,0,0,0,0,0
2016-07-30,JFK,New York,New York,58,59,3617.0,0,0,25,0,34
2016-07-31,JFK,New York,New York,-4,-26,3617.0,0,0,0,0,0
2016-07-01,SFO,San Francisco,California,122,116,542.2,0,0,0,0,116
2016-07-02,SFO,San Francisco,California,5,1,542.2,0,0,0,0,0
2016-07-03,SFO,San Francisco,California,22,7,542.2,0,0,0,0,0
2016-07-04,SFO,San Francisco,California,60,60,542.2,0,0,0,0,60
2016-07-05,SFO,San Francisco,California,1,26,542.2,0,0,26,0,0
2016-07-06,SFO,San Francisco,California,18,17,542.2,0,0,17,0,0
2016-07-07,SFO,San Francisco,California,-3,11,542.2,0,0,0,0,0
2016-07-08,SFO,San Francisco,California,-3,11,542.2,0,0,0,0,0
2016-07-09,SFO,San Francisco,California,44,38,542.2,38,0,0,0,0
2016-07-10,SFO,San Francisco,California,10,69,542.2,10,0,59,0,0
2016-07-11,SFO,San Francisco,California,-7,28,542.2,0,0,28,0,0
2016-07-12,SFO,San Francisco,California,18,9,542.2,0,0,0,0,0
2016-07-13,SFO,San Francisco,California,84,82,542.2,0,0,0,0,82
2016-07-14,SFO,San Francisco,California,-6,3,542.2,0,0,0,0,0
2016-07-15,SFO,San Francisco,California,121,113,542.2,0,0,0,0,113
2016-07-16,SFO,San Francisco,California,1,-22,542.2,0,0,0,0,0
2016-07-17,SFO,San Francisco,California,29,35,542.2,1,0,6,0,28
2016-07-18,SFO,San Francisco,California,-5,26,542.2,0,0,26,0,0
2016-07-19,SFO,San Francisco,California,158,137,542.2,137,0,0,0,0
2016-07-20,SFO,San Francisco,California,31,40,542.2,0,0,9,0,31
2016-07-21,SFO,San Francisco,California,-1,12,542.2,0,0,0,0,0
2016-07-22,SFO,San Francisco,California,12,35,542.2,0,0,23,0,12
2016-07-23,SFO,San Francisco,California,7,4,542.2,0,0,0,0,0
2016-07-24,SFO,San Francisco,California,8,10,542.2,0,0,0,0,0
2016-07-25,SFO,San Francisco,California,-4,-10,542.2,0,0,0,0,0
2016-07-26,SFO,San Francisco,California,-4,-18,542.2,0,0,0,0,0
2016-07-27,SFO,San Francisco,California,-3,-4,542.2,0,0,0,0,0
2016-07-28,SFO,San Francisco,California,-4,4,542.2,0,0,0,0,0
2016-07-29,SFO,San Francisco,California,-9,0,542.2,0,0,0,0,0
2016-07-30,SFO,San Francisco,California,-5,-21,542.2,0,0,0,0,0
2016-07-31,SFO,San Francisco,California,65,65,542.2,0,0,0,0,65
2016-07-01,LAX,Los Angeles,California,53,53,2806.1,0,0,14,0,39
2016-07-02,LAX,Los Angeles,California,7,-22,2806.1,0,0,0,0,0
2016-07-03,LAX,Los Angeles,California,1,-15,2806.1,0,0,0,0,0
2016-07-04,LAX,Los Angeles,California,4,-7,2806.1,0,0,0,0,0
2016-07-05,LAX,Los Angeles,California,1,10,2806.1,0,0,0,0,0
2016-07-06,LAX,Los Angeles,California,1,-3,2806.1,0,0,0,0,0
2016-07-07,LAX,Los Angeles,California,5,13,2806.1,0,0,0,0,0
2016-07-08,LAX,Los Angeles,California,44,40,2806.1,0,0,40,0,0
2016-07-09,LAX,Los Angeles,California,55,54,2806.1,54,0,0,0,0
2016-07-10,LAX,Los Angeles,California,30,46,2806.1,16,0,16,0,14
2016-07-11,LAX,Los Angeles,California,1,-4,2806.1,0,0,0,0,0
2016-07-12,LAX,Los Angeles,California,8,8,2806.1,0,0,0,0,0
2016-07-13,LAX,Los Angeles,California,20,8,2806.1,0,0,0,0,0
2016-07-14,LAX,Los Angeles,California,13,12,2806.1,0,0,0,0,0
2016-07-15,LAX,Los Angeles,California,9,-21,2806.1,0,0,0,0,0
2016-07-16,LAX,Los Angeles,California,-5,-16,2806.1,0,0,0,0,0
2016-07-17,LAX,Los Angeles,California,18,9,2806.1,0,0,0,0,0
2016-07-18,LAX,Los Angeles,California,4,-1,2806.1,0,0,0,0,0
2016-07-19,LAX,Los Angeles,California,66,58,2806.1,0,0,0,0,58
2016-07-20,LAX,Los Angeles,California,12,24,2806.1,12,0,12,0,0
2016-07-21,LAX,Los Angeles,California,39,33,2806.1,19,0,0,0,14
2016-07-22,LAX,Los Angeles,California,18,11,2806.1,0,0,0,0,0
2016-07-23,LAX,Los Angeles,California,16,11,2806.1,0,0,0,0,0
2016-07-24,LAX,Los Angeles,California,14,-3,2806.1,0,0,0,0,0
2016-07-25,LAX,Los Angeles,California,14,4,2806.1,0,0,0,0,0
2016-07-26,LAX,Los Angeles,California,3,13,2806.1,0,0,0,0,0
2016-07-27,LAX,Los Angeles,California,-2,-9,2806.1,0,0,0,0,0
2016-07-28,LAX,Los Angeles,California,22,40,2806.1,15,0,18,0,7
2016-07-30,LAX,Los Angeles,California,21,12,2806.1,0,0,0,0,0
2016-07-31,LAX,Los Angeles,California,51,50,2806.1,50,0,0,0,0
2016-07-01,BOS,Boston,Massachusetts,47,106,4201.1,0,7,59,0,40
2016-07-02,BOS,Boston,Massachusetts,10,22,4201.1,10,0,12,0,0
2016-07-10,SFO,San Francisco,California,-5,-10,542.2,0,0,0,0,0
2016-07-11,SFO,San Francisco,California,24,34,542.2,1,0,10,0,23
2016-07-12,SFO,San Francisco,California,85,76,542.2,0,0,0,0,76
2016-07-13,SFO,San Francisco,California,0,6,542.2,0,0,0,0,0
2016-07-14,SFO,San Francisco,California,77,78,542.2,0,0,1,0,77
2016-07-15,SFO,San Francisco,California,69,61,542.2,1,0,0,0,60
2016-07-16,SFO,San Francisco,California,-2,-10,542.2,0,0,0,0,0
2016-07-17,SFO,San Francisco,California,-1,-13,542.2,0,0,0,0,0
2016-07-18,SFO,San Francisco,California,25,27,542.2,4,0,2,0,21
2016-07-19,SFO,San Francisco,California,4,-6,542.2,0,0,0,0,0
2016-07-20,SFO,San Francisco,California,-1,-6,542.2,0,0,0,0,0
2016-07-21,SFO,San Francisco,California,12,15,542.2,1,0,3,0,11
2016-07-22,SFO,San Francisco,California,-6,-20,542.2,0,0,0,0,0
2016-07-23,SFO,San Francisco,California,31,11,542.2,0,0,0,0,0
2016-07-24,SFO,San Francisco,California,32,53,542.2,15,0,21,0,17
2016-07-25,SFO,San Francisco,California,-1,-18,542.2,0,0,0,0,0
2016-07-26,SFO,San Francisco,California,-3,-9,542.2,0,0,0,0,0
2016-07-27,SFO,San Francisco,California,-5,-10,542.2,0,0,0,0,0
2016-07-28,SFO,San Francisco,California,66,53,542.2,50,0,0,0,3
